time;X_value;Y_value;Z_value
0,7626;0,69434;3,91225;5,43261
0,7658;1,1277;3,94337;5,86597
0,7673;1,31925;3,94337;6,05991
0,7692;1,6305;3,86197;6,24666
0,7721;1,91303;3,78774;6,32328
0,7764;2,5499;3,82126;6,62975
0,7764;2,5499;3,82126;6,62975
0,7764;2,71032;3,87633;6,7351
0,779;2,85637;3,92422;6,82608
0,7807;3,11974;4,0128;6,97452
0,7825;3,21791;4,05111;7,00804
0,7847;3,37832;4,16604;7,0248
0,7861;3,5124;4,28096;6,97692
0,7879;3,56029;4,33364;6,90269
0,7916;3,58662;4,41265;6,65608
0,7975;3,40466;4,518;5,96893
0,7975;3,40466;4,518;5,96893
0,7975;3,35438;4,53955;5,7726
0,7985;3,31368;4,52279;5,57387
0,8014;3,22748;4,41983;5,19797
0,807;3,23706;4,2666;4,8939
0,807;3,25382;4,19477;4,74785
0,807;3,17241;3,90985;4,4342
0,8084;3,08143;3,5555;4,14688
0,8122;3,04312;3,38072;4,02717
0,8171;2,85637;2,5499;3,53874
0,8171;2,85637;2,5499;3,53874
0,8219;2,81088;2,32724;3,40226
0,822;2,73905;1,82204;3,15087
0,822;2,71032;1,56586;3,05031
0,8225;2,63849;1,10855;2,85876
0,8241;2,55709;0,62251;2,60258
0,8261;2,50441;0,36872;2,4685
0,8281;2,38949;-0,15084;2,174
0,8303;2,25541;-0,42618;1,86514
0,8374;1,90824;-1,81247;1,48924
0,8374;1,90824;-1,81247;1,48924
0,8374;1,90824;-1,81247;1,48924
0,8384;1,81725;-2,35357;1,19714
0,8408;1,62811;-2,91383;1,20432
0,8429;1,48206;-3,19157;1,28094
0,8455;1,05109;-3,7638;1,46051
0,8468;0,33759;-4,24744;1,70951
0,8488;-0,10295;-4,46532;1,7574
0,851;-1,36234;-4,84122;2,11175
0,8588;-3,82845;-5,51641;2,97608
0,8588;-3,82845;-5,51641;2,97608
0,8588;-4,09421;-5,66246;3,04312
0,8608;-4,07984;-5,72471;3,14608
0,8608;-3,61536;-5,854;3,32086
0,863;-3,27776;-5,92344;3,6393
0,867;-3,14368;-5,93541;3,84042
0,867;-2,75102;-5,86837;4,45096
0,8687;-2,50441;-5,82288;4,73827
0,8719;-1,91781;-5,81569;5,19558
0,8765;-0,46928;-5,90668;5,99766
0,8766;-0,46928;-5,90668;5,99766
0,877;-0,08619;-5,95696;6,16526
0,8785;0,6273;-6,06949;6,42863
0,8812;0,92658;-6,13174;6,51722
0,8828;1,44375;-6,29455;6,62975
0,8847;1,65923;-6,39511;6,67045
0,8872;2,05189;-6,62735;6,6896
0,8895;2,47089;-6,93621;6,6489
0,8924;2,69835;-7,1086;6,63932
0,8999;3,70634;-7,75027;6,93382
0,8999;3,9745;-7,83646;7,13254
0,8999;3,9745;-7,83646;7,13254
0,8999;4,54433;-7,92984;7,66407
0,9011;5,15008;-7,92984;8,24828
0,9031;5,42064;-7,81731;8,53559
0,905;5,91865;-7,64253;9,0743
0,9065;6,15089;-7,5707;9,32331
0,9105;6,59144;-7,39831;9,74949
0,9115;6,97692;-7,24986;10,08229
0,9179;7,6114;-7,03199;10,51087
0,918;7,6114;-7,03199;10,51087
0,918;7,79576;-6,95537;10,52523
0,9234;7,97772;-6,88593;10,47495
0,9234;8,34644;-6,70158;10,21158
0,9234;8,56672;-6,59862;10,01525
0,9251;9,05994;-6,32807;9,48133
0,9265;9,60583;-6,03597;8,9067
0,9287;9,87638;-5,88992;8,66967
0,9316;10,40791;-5,57148;8,15011
0,9357;11,04718;-5,2698;7,1924
0,9357;11,04718;-5,2698;7,1924
0,939;11,10225;-5,24586;7,01044
0,9391;11,11422;-5,23867;6,84523
0,941;11,02803;-5,25543;6,5675
0,9439;10,80057;-5,27698;6,2323
0,9447;10,66889;-5,30332;6,06949
0,9473;10,36721;-5,34881;5,77978
0,9479;10,07511;-5,37036;5,5619
0,9513;9,94582;-5,38951;5,49486
0,9561;9,57471;-5,57148;5,38233
0,9561;9,5771;-5,57148;5,36318
0,9564;9,5771;-5,64809;5,36318
0,9595;9,75667;-5,76063;5,31529
0,9628;9,94582;-5,82048;5,28416
0,9635;10,46059;-5,89949;5,2674
0,9645;11,18366;-5,92822;5,33684
0,9666;11,60505;-5,90668;5,41585
0,9682;12,47657;-5,8109;5,6888
0,9709;13,3816;-5,75344;6,08864
0,9765;14,61226;-5,42064;6,87396
0,9765;14,98577;-5,34163;7,19958
0,9765;14,98577;-5,34163;7,19958
0,9785;15,67053;-5,25304;7,86998
0,9801;16,20685;-5,21952;8,45658
0,9825;16,39599;-5,21952;8,73431
0,9871;16,64979;-5,25064;9,2419
0,9886;16,7288;-5,29374;9,68963
0,9895;16,67373;-5,3129;9,90272
0,9903;16,41754;-5,36796;10,31693
0,9967;15,28984;-5,50683;11,02085
0,9967;15,28984;-5,50683;11,02085
0,9967;14,90436;-5,54753;11,15732
0,9997;14,52606;-5,58584;11,2914
1,001;13,78863;-5,64091;11,53801
1,0035;13,11823;-5,67443;11,70322
1,0055;12,80219;-5,69119;11,75828
1,0064;12,24432;-5,72232;11,80617
1,009;11,99292;-5,73189;11,81096
1,0106;11,57632;-5,76781;11,77504
1,017;11,01606;-5,82527;11,56914
1,017;11,01606;-5,82527;11,56914
1,0172;10,91789;-5,82288;11,48294
1,0188;10,74551;-5,80372;11,28661
1,0209;10,68804;-5,79893;11,15732
1,0231;10,6234;-5,76781;10,90832
1,0251;10,60185;-5,75344;10,76945
1,0261;10,63776;-5,69119;10,46537
1,0281;10,71917;-5,59063;10,10384
1,0305;10,80057;-5,52838;9,89793
1,0379;11,38957;-5,16924;8,93543
1,0391;11,60266;-5,04713;8,70558
1,0391;11,60266;-5,04713;8,70558
1,0405;12,07912;-4,76461;8,3201
1,0424;12,57952;-4,61616;8,01603
1,0439;12,81176;-4,28815;7,89632
1,0463;13,25231;-3,93619;7,67126
1,0463;13,47737;-3,7638;7,55154
1,0486;13,94665;-3,3855;7,3169
1,0503;14,3441;-2,98087;7,05593
1,0577;15,05759;-2,29372;6,57947
1,0577;15,05759;-2,29372;6,57947
1,0577;15,20843;-2,13809;6,48848
1,0593;15,34491;-1,99683;6,39032
1,0606;15,57715;-1,75979;6,20357
1,0629;15,65856;-1,65205;6,12216
1,0654;15,75193;-1,49642;5,96414
1,0667;15,73039;-1,40305;5,78457
1,0687;15,67053;-1,38389;5,69837
1,0716;15,52208;-1,40305;5,46374
1,0767;15,15097;-1,54191;5,07586
1,0767;15,15097;-1,54191;5,07586
1,0767;15,03605;-1,57783;5,00164
1,0788;14,9307;-1,60895;4,94418
1,0807;14,74394;-1,66642;4,86517
1,0825;14,57395;-1,73345;4,78616
1,0865;14,48776;-1,76937;4,73827
1,0874;14,26748;-1,81725;4,64968
1,0879;13,9682;-1,86753;4,5587
1,0898;13,78384;-1,88908;4,50842
1,0993;13,03683;-1,89387;4,25463
1,0993;12,89556;-1,86753;4,18519
1,0993;12,89556;-1,86753;4,18519
1,0993;12,70402;-1,81007;4,07506
1,1003;12,63698;-1,76937;4,04393
1,1024;12,54361;-1,69515;4,06548
1,1064;12,49333;-1,63768;4,17801
1,1064;12,49093;-1,61135;4,27378
1,1088;12,52924;-1,55149;4,55391
1,1123;12,62022;-1,5036;4,75264
1,1155;12,84289;-1,23784;5,854
1,1157;12,93627;-1,17319;6,17723
1,1159;12,93627;-1,17319;6,17723
1,1193;13,1733;-1,0032;6,80213
1,1217;13,40076;-0,82124;7,34324
1,1249;13,52047;-0,71828;7,59225
1,1266;13,79102;-0,51237;8,05674
1,1274;14,07115;-0,30886;8,51644
1,132;14,2172;-0,19872;8,72953
1,132;14,49973;0,00958;9,11022
1,1389;15,17731;0,32802;9,37119
1,1389;15,17731;0,32802;9,37119
1,1389;15,36885;0,45252;9,33528
1,1389;15,3473;0,50759;9,30894
1,1405;15,20364;0,59617;9,27303
1,1425;15,05999;0,64406;9,25387
