time;X_value;Y_value;Z_value
1,1071;-3,69197;0,27534;7,09902
1,109;-3,69676;0,19394;7,06551
1,1117;-3,71831;0,14845;7,04875
1,1148;-3,73986;0,04549;7,01283
1,1158;-3,7638;0,00718;7,00325
1,1179;-3,75183;0,03591;7,02241
1,119;-3,67521;0,13647;7,13973
1,1261;-3,43339;0,3328;7,75745
1,1261;-3,43339;0,3328;7,75745
1,1261;-3,36874;0,33759;7,90111
1,1272;-3,44536;0,22746;8,20039
1,1291;-3,58423;-0,18915;8,32968
1,131;-3,91225;-0,50519;8,29377
1,1343;-4,09182;-0,63209;8,18842
1,1355;-4,42941;-0,87152;7,94181
1,1397;-4,75503;-1,05348;7,78139
1,1398;-4,88911;-1,13728;7,75266
1,1448;-5,03516;-1,2953;7,47014
1,1449;-5,03516;-1,2953;7,47014
1,1455;-4,99446;-1,26418;7,37437
1,1475;-4,90826;-1,15165;7,21395
1,1503;-4,8939;-1,09179;7,1924
1,1519;-4,86517;-0,93616;7,33127
1,1536;-4,81728;-0,76377;7,80294
1,1569;-4,78616;-0,68237;8,18124
1,1569;-4,7263;-0,58181;9,03599
1,1598;-4,61616;-0,48125;9,72315
1,1648;-4,3504;-0,42379;10,02722
1,1648;-4,3504;-0,42379;10,02722
1,1654;-4,27139;-0,42858;9,96976
1,1676;-4,01999;-0,41182;9,78061
1,1701;-3,75662;-0,30647;9,60344
1,172;-3,67521;-0,22267;9,64414
1,174;-3,43818;-0,06704;10,09187
1,1758;-3,03833;-0,01437;10,08947
1,1788;-2,79651;0,0407;9,92906
1,1796;-2,35597;0,1269;9,50527
1,1858;-1,58262;0,22985;8,36799
1,1858;-1,58262;0,22985;8,36799
1,1859;-1,59459;0,16999;8,00406
1,1877;-1,87711;-0,07422;7,64492
1,1901;-2,48526;-0,50519;7,44859
1,1919;-2,90904;-0,84518;6,64172
1,194;-3,00481;-1,00081;6,16286
1,1963;-3,02636;-1,19235;5,41346
1,1978;-3,0527;-1,42699;4,99685
1,2009;-3,04791;-1,49882;4,93699
1,2044;-3,04073;-1,64726;5,70077
1,2044;-3,04073;-1,64726;5,70077
1,2055;-3,10059;-1,6712;6,4837
1,2069;-3,32804;-1,60656;8,75347
1,2103;-3,47409;-1,53952;10,02004
1,2117;-3,5531;-1,30727;11,25788
1,2141;-3,37353;-1,02954;11,51407
1,2158;-3,22988;-0,89306;11,49012
1,2189;-2,78215;-0,60575;11,27225
1,2196;-2,48286;-0,49561;11,09986
1,2263;-1,82683;-0,17239;10,36721
1,2264;-1,82683;-0,17239;10,36721
1,2264;-1,82683;-0,17239;10,36721
1,2284;-1,69036;-0,14366;10,2882
1,2295;-1,506;-0,11971;10,24989
1,2315;-1,41741;-0,11014;10,25707
1,236;-1,26418;-0,06225;10,3696
1,236;-1,18995;-0,06704;10,45101
1,2374;-1,05348;-0,06225;10,58509
1,2394;-0,93616;-0,02394;10,67847
1,247;-0,86194;-0,01915;10,64495
1,2478;-0,86673;-0,02394;10,57072
1,2478;-0,89546;-0,0431;10,4558
1,2478;-0,94574;-0,05028;10,36242
1,2497;-0,96968;-0,07662;10,2451
1,2517;-0,97686;-0,08859;10,17088
1,2609;-1,02236;-0,1269;10,04398
1,2609;-1,1277;-0,15563;9,90033
1,2609;-1,16601;-0,17239;9,81413
1,261;-1,27615;-0,249;9,60822
1,265;-1,3815;-0,19394;9,29697
1,265;-1,3815;-0,19394;9,29697
1,2674;-1,3815;-0,11014;9,35204
1,2675;-1,33122;-0,15802;9,38556
1,2695;-1,33122;-0,249;9,31373
1,2742;-1,39826;-0,36872;9,11979
1,2756;-1,42459;-0,37351;9,00726
1,2765;-1,43896;-0,34717;8,82051
1,2775;-1,60416;-0,40703;8,85882
1,2792;-1,71909;-0,42379;8,9091
1,2867;-1,96809;-0,33759;8,98571
1,2867;-1,96809;-0,33759;8,98571
1,2867;-2,04232;-0,35675;9,05275
1,2874;-2,29132;-0,38787;9,22035
1,2894;-2,40864;-0,36393;9,285
1,2918;-2,49244;-0,32323;9,33049
1,294;-2,47568;-0,40224;9,29936
1,2963;-2,48765;-0,43336;9,26345
1,2976;-2,55709;-0,46928;9,15571
1,2996;-2,61215;-0,51956;8,97374
1,3052;-2,66483;-0,62251;8,74389
1,3053;-2,67201;-0,62251;8,69601
1,3053;-2,67201;-0,65843;8,69601
1,307;-2,66243;-0,69434;8,65051
1,311;-2,64089;-0,7542;8,63136
1,3125;-2,62891;-0,78053;8,62657
1,3138;-2,58582;-0,80208;8,56911
1,3157;-2,56187;-0,81405;8,51883
1,3182;-2,56906;-0,82602;8,51644
