time;X_value;Y_value;Z_value
Started:;окт. 16 2020;11:35:08:193; 
1,1641;-1,70601;0,69714;0,58007
1,1667;-1,67913;0,82237;0,60084
1,1678;-1,64737;0,94027;0,62100
1,1734;-1,63454;0,99036;0,63566
1,1734;-1,57956;1,12719;0,66986
1,1744;-1,56429;1,16323;0,67842
1,1808;-1,54169;1,19439;0,68453
1,1809;-1,50076;1,23898;0,69858
1,1809;-1,47999;1,25731;0,69858
1,1810;-1,43479;1,28235;0,69491
1,1833;-1,38836;1,28968;0,67964
1,1872;-1,36393;1,28418;0,66131
1,1881;-1,30345;1,26402;0,61733
1,1934;-1,24725;1,22493;0,55319
1,1934;-1,17945;1,16873;0,47561
1,1934;-1,14768;1,13208;0,43590
1,1981;-1,11897;1,08687;0,39559
1,1981;-1,06705;0,96165;0,31312
1,2001;-1,01146;0,79916;0,23737
1,2023;-0,98458;0,70264;0,21110
1,2047;-0,94610;0,49678;0,15552
1,2055;-0,91372;0,27320;0,11214
1,2083;-0,89845;0,15592;0,09443
1,2145;-0,88012;-0,08660;0,06999
1,2145;-0,86668;-0,32728;0,04984
1,2145;-0,86668;-0,44029;0,03884
1,2156;-0,87401;-0,65348;0,02723
1,2184;-0,88318;-0,75427;0,01868
1,2200;-0,90883;-0,93387;0,01013
1,2214;-0,94487;-1,09575;-0,00270
1,2237;-0,96564;-1,17394;-0,01003
1,2256;-1,01696;-1,33093;-0,02164
1,2286;-1,07254;-1,48181;-0,03385
1,2347;-1,10798;-1,54901;-0,04546
1,2347;-1,22099;-1,73899;-0,08394
1,2347;-1,22099;-1,73899;-0,08394
1,2370;-1,30528;-1,85566;-0,12243
1,2380;-1,39691;-1,96195;-0,16336
1,2408;-1,44639;-2,00533;-0,18718
1,2411;-1,54230;-2,07985;-0,23971
1,2442;-1,64187;-2,12811;-0,29164
1,2456;-1,68830;-2,14460;-0,31913
