time;X_value;Y_value;Z_value
Started:;окт. 22 2020;13:07:16:122; 
1,1198;-1,72148;1,00081;8,04716
1,1198;-1,72148;1,00081;8,04716
1,1218;-1,53952;1,06545;8,15729
1,1230;-1,00560;1,26178;9,07191
1,1251;-1,24263;1,01517;9,10782
1,1267;-1,15404;1,21150;9,30176
1,1284;-1,11334;1,32403;9,58907
1,1305;-1,30727;1,29530;9,96976
1,1326;-1,30488;1,40305;10,35045
1,1347;-1,27375;1,39107;10,71917
1,1399;-1,22108;1,23784;10,91311
1,1399;-1,18277;1,23784;10,98972
1,1408;-1,18277;1,18995;10,98972
1,1427;-1,42938;0,64645;11,14056
1,1452;-1,51797;0,45970;11,07352
1,1466;-1,60416;0,21309;10,70480
1,1508;-1,61614;0,03591;10,28580
1,1509;-1,58740;0,00718;10,10623
1,1535;-1,49163;0,01197;9,85723
1,1547;-1,32164;0,10774;9,78301
1,1598;-0,90982;0,31365;10,09666
1,1598;-0,90982;0,31365;10,09666
1,1614;-0,90982;0,31365;10,09666
1,1626;-0,71110;0,24900;10,38876
1,1653;-0,84518;-0,37830;11,19802
1,1677;-0,86673;-0,56026;11,38717
1,1689;-0,86673;-0,78772;10,93705
1,1705;-0,84518;-0,88588;10,07271
1,1726;-0,84997;-0,88828;9,68724
1,1741;-0,96489;-0,85715;9,13176
1,1804;-1,47008;-0,46928;8,75586
1,1804;-1,47008;-0,46928;8,75586
1,1813;-1,63529;-0,35435;8,82530
1,1823;-1,80768;-0,25379;8,91628
1,1842;-2,11654;-0,12211;9,00487
1,1864;-2,38470;-0,08141;8,80854
1,1884;-2,50681;-0,08141;8,57869
1,1902;-2,69116;-0,09098;7,96575
1,1929;-2,84919;-0,11014;7,29775
1,1941;-2,90426;-0,15563;6,97452
1,2014;-3,05270;-0,11971;6,15329
1,2015;-3,05270;-0,11971;6,15329
1,2015;-3,06228;-0,11493;6,13413
1,2024;-3,06707;-0,15563;6,67524
1,2053;-3,05270;-0,18915;7,25705
1,2070;-2,94017;-0,26098;9,11261
1,2086;-2,68877;-0,32083;11,49731
1,2099;-2,46610;-0,29450;12,58191
1,2136;-1,87711;-0,08619;13,78145
1,2144;-1,54431;0,08380;13,72159
1,2205;-0,27534;0,82602;11,43745
1,2216;-0,01676;0,96729;11,02803
1,2216;-0,01676;0,96729;11,02803
1,2227;0,34956;1,25221;10,81254
1,2254;0,45252;1,49882;11,16690
1,2262;0,42379;1,61374;11,43985
1,2284;0,25858;1,82923;11,88039
1,2301;0,18436;1,93457;11,97856
1,2331;0,04310;2,11175;11,88997
1,2349;-0,16999;2,16203;11,37281
1,2420;-0,61772;2,32963;9,83808
1,2420;-0,61772;2,32963;9,83808
1,2420;-0,75180;2,29372;9,56992
1,2423;-0,88828;2,22907;9,38077
1,2454;-1,09897;2,08062;9,17247
1,2469;-1,16362;1,96809;9,05036
1,2486;-1,17080;1,73585;8,66967
1,2503;-1,24023;1,50360;8,30813
1,2520;-1,31925;1,37192;8,14532
1,2544;-1,54670;1,10855;7,80773
1,2616;-2,03513;0,67758;7,46295
1,2622;-2,03513;0,67758;7,46295
1,2622;-2,16442;0,59617;7,46056
1,2622;-2,25301;0,44773;7,32648
1,2642;-2,20034;0,37351;7,07269
1,2678;-2,19794;0,29689;6,78777
1,2683;-2,23146;0,31604;6,82608
1,2721;-2,32005;0,41421;7,12057
1,2723;-2,35597;0,50998;7,67365
1,2744;-2,36075;0,50280;8,00167
1,2810;-2,49483;0,17957;9,34964
1,2810;-2,49483;0,08619;9,34964
1,2810;-2,49483;0,08619;9,34964
1,2836;-2,59300;-0,06465;9,45499
1,2843;-2,63131;-0,05267;9,44781
1,2869;-2,72229;0,05986;9,29457
1,2902;-2,77257;0,16760;9,01684
1,2913;-2,74144;0,23464;8,84924
1,2929;-2,58821;0,39506;8,59784
1,2943;-2,53314;0,42858;8,71756
1,3007;-2,61215;0,42139;9,41189
1,3008;-2,61215;0,42139;9,41189
1,3008;-2,61215;0,42139;9,41189
1,3023;-2,48286;0,59378;9,54358
1,3044;-2,07823;0,72786;9,27542
1,3063;-1,87951;0,73504;9,06233
1,3081;-1,63768;0,68237;8,60981
1,3103;-1,77176;0,49801;8,28898
1,3130;-1,92500;0,33759;8,13575
1,3140;-2,33681;-0,04310;7,89871
1,3214;-3,11735;-0,70631;7,55873
1,3214;-3,11735;-0,70631;7,55873
1,3214;-3,23945;-0,83321;7,51084
1,3226;-3,33044;-0,94574;7,49169
1,3242;-3,46212;-1,15165;7,57309
